stock,stock code,net amount (S$M),published date
CapitaLand Integrated Commercial Trust,C38U.SI,7.592208999999999,2021-05-31
Frasers Centrepoint Trust,J69U.SI,6.576125,2021-05-31
DBS,D05.SI,64.420151,2021-06-07
Singtel,Z74.SI,36.2027629,2021-06-07
Yangzijiang Shipbuilding,BS6.SI,20.557846,2021-06-07
Ascendas REIT,A17U.SI,17.461855,2021-06-07
UOB,U11.SI,16.442579,2021-06-07
Wilmar International,F34.SI,13.932911,2021-06-07
Thai Beverage,Y92.SI,12.1584445,2021-06-07
iFast Corporation,AIY.SI,9.537336,2021-06-07
SIA,C6L.SI,8.940205,2021-06-07
Q & M Dental Group,QC7.SI,8.7339085,2021-06-07
Singtel,Z74.SI,80.4189301,2021-06-14
DBS,D05.SI,31.815127,2021-06-14
Top Glove Corporation,BVA.SI,20.072107,2021-06-14
Keppel Corporation,BN4.SI,16.289561,2021-06-14
Thai Beverage,Y92.SI,11.466009,2021-06-14
Aztech Global,8AZ.SI,9.043832,2021-06-14
City Developments,C09.SI,8.051937,2021-06-14
Frasers Logistics & Commercial Trust,BUOU.SI,5.56199,2021-06-14
Keppel DC REIT,AJBU.SI,4.946309,2021-06-14
Sembcorp Industries,U96.SI,3.91789,2021-06-14
OCBC,O39.SI,60.875219,2021-06-21
Singtel,Z74.SI,54.9867862,2021-06-21
Wilmar International,F34.SI,33.496373,2021-06-21
UOB,U11.SI,24.010518,2021-06-21
Yangzijiang Shipbuilding,BS6.SI,22.837635,2021-06-21
Keppel Corporation,BN4.SI,18.69612,2021-06-21
Hanwell Holdings,DM0.SI,18.404444,2021-06-21
City Developments,C09.SI,17.407123,2021-06-21
Sembcorp Marine,S51.SI,16.666984799999998,2021-06-21
Ascendas REIT,A17U.SI,12.390441,2021-06-21
OCBC,O39.SI,74.379212,2021-06-28
DBS,D05.SI,63.495888,2021-06-28
UOB,U11.SI,37.212965,2021-06-28
Venture Corporation,V03.SI,34.097201,2021-06-28
Singtel,Z74.SI,31.9416407,2021-06-28
Thai Beverage,Y92.SI,15.485222,2021-06-28
Sembcorp Marine,S51.SI,12.9993503,2021-06-28
Yangzijiang Shipbuilding,BS6.SI,11.172369,2021-06-28
Top Glove Corporation,BVA.SI,9.430411,2021-06-28
SIA,C6L.SI,43.619737,2021-07-05
Singtel,Z74.SI,42.8593055,2021-07-05
City Developments,C09.SI,39.011457,2021-07-05
OCBC,O39.SI,20.961938,2021-07-05
Keppel DC REIT,AJBU.SI,20.163586,2021-07-05
Thai Beverage,Y92.SI,15.2425555,2021-07-05
Genting Singapore,G13.SI,14.139834,2021-07-05
Ascendas REIT,A17U.SI,11.538768,2021-07-05
Wilmar International,F34.SI,7.259988,2021-07-05
ComfortDelGro,C52.SI,6.063441,2021-07-05
OCBC,O39.SI,59.84887,2021-07-12
City Developments,C09.SI,39.88271,2021-07-12
Singtel,Z74.SI,38.8622945,2021-07-12
Wilmar International,F34.SI,29.861298,2021-07-12
Keppel Corporation,BN4.SI,21.813061,2021-07-12
ComfortDelGro,C52.SI,17.834579,2021-07-12
UOB,U11.SI,9.620721,2021-07-12
Yangzijiang Shipbuilding,BS6.SI,8.995166,2021-07-12
Thai Beverage,Y92.SI,7.3070215,2021-07-12
Jardine Cycle & Carriage,C07.SI,5.817646,2021-07-12
SIA,C6L.SI,22.161381,2021-07-19
ComfortDelGro,C52.SI,15.580911,2021-07-19
City Developments,C09.SI,14.412631,2021-07-19
SATS,S58.SI,6.679599,2021-07-19
Keppel Infrastructure Trust,A7RU.SI,5.027324500000001,2021-07-19
Top Glove Corporation,BVA.SI,4.865682,2021-07-19
Mapletree Commercial Trust,N2IU.SI,4.38511,2021-07-19
CapitaLand China Trust,AU8U.SI,4.314749,2021-07-19
Singtel,Z74.SI,4.2838786,2021-07-19
Genting Singapore,G13.SI,4.080903,2021-07-19
UOB,U11.SI,17.156798,2021-07-26
Singtel,Z74.SI,15.5653623,2021-07-26
CapitaLand Integrated Commercial Trust,C38U.SI,10.07121,2021-07-26
City Developments,C09.SI,8.647996000000001,2021-07-26
Suntec REIT,T82U.SI,7.361127,2021-07-26
SATS,S58.SI,6.743589,2021-07-26
SIA,C6L.SI,6.500445999999999,2021-07-26
Frasers Centrepoint Trust,J69U.SI,4.928978,2021-07-26
ComfortDelGro,C52.SI,4.437952,2021-07-26
iFAST Corporation,AIY.SI,3.893564,2021-07-26
iFAST Corporation,AIY.SI,41.639997,2021-08-02
Wilmar International,F34.SI,26.314252,2021-08-02
Singapore Post,S08.SI,14.686346,2021-08-02
Olam Interntional,VC2.SI,12.628252,2021-08-02
ComfortDelGro,C52.SI,11.590326,2021-08-02
Dairy Farm International,D01.SI,8.620450913600001,2021-08-02
Yangzijiang Shipbuilding,BS6.SI,7.163233999999999,2021-08-02
Singtel,Z74.SI,6.981515300000002,2021-08-02
Keppel Infrastructure Trust,A7RU.SI,6.816314,2021-08-02
SGX,S68.SI,57.461231,2021-08-09
Genting Singapore,G13.SI,23.6411705,2021-08-09
UOB,U11.SI,16.705878000000002,2021-08-09
City Developments,C09.SI,16.246603,2021-08-09
Keppel Corporation,BN4.SI,15.212982,2021-08-09
Keppel REIT,K71U.SI,13.176193,2021-08-09
Sembcorp Industries,U96.SI,11.968431,2021-08-09
Sheng Siong Group,OV8.SI,10.421606,2021-08-09
Jardine Cycle & Carriage,C07.SI,8.463811,2021-08-09
Aztech Global,8AZ.SI,8.185238,2021-08-09
OCBC,O39.SI,70.771219,2021-08-16
SGX,S68.SI,26.131153,2021-08-16
Wilmar International,F34.SI,12.722563,2021-08-16
Keppel DC REIT,AJBU.SI,11.837255,2021-08-16
Genting Singapore,G13.SI,9.9303275,2021-08-16
City Developments,C09.SI,7.873812,2021-08-16
Mapletree Commercial Trust,N2IU.SI,7.259119,2021-08-16
Hongkong Land,H78.SI,6.4146676316,2021-08-16
Frasers Centrepoint Trust,J69U.SI,5.686777,2021-08-16
Nanofilm Technologies International,MZH.SI,5.485982,2021-08-16
OCBC,O39.SI,118.026828,2021-08-23
Nanofilm Technologies International,MZH.SI,73.601427,2021-08-23
DBS,D05.SI,70.892756,2021-08-23
UOB,U11.SI,35.399906,2021-08-23
SIA,C6L.SI,26.448573,2021-08-23
Wilmar International,F34.SI,21.967901,2021-08-23
Keppel Corporation,BN4.SI,16.554939,2021-08-23
ST Engineering,S63.SI,16.012654,2021-08-23
ComfortDelGro,C52.SI,11.896457000000002,2021-08-23
CapitaLand Integrated Commercial Trust,C38U.SI,11.30155,2021-08-23
OCBC,O39.SI,52.306748,2021-08-30
SGX,S68.SI,49.594013,2021-08-30
ST Engineering,S63.SI,22.239631,2021-08-30
UOB,U11.SI,14.51162,2021-08-30
Genting Singapore,G13.SI,13.750756,2021-08-30
CapitaLand Integrated Commercial Trust,C38U.SI,6.625501,2021-08-30
Keppel REIT,K71U.SI,5.937123000000001,2021-08-30
Frasers Centrepoint Trust,J69U.SI,5.340129,2021-08-30
Suntec REIT,T82U.SI,5.190753,2021-08-30
Mapletree Commercial Trust,N2IU.SI,4.869207,2021-08-30
OCBC,O39.SI,45.241386,2021-09-06
UOB,U11.SI,42.287654,2021-09-06
DBS,D05.SI,36.919177,2021-09-06
SGX,S68.SI,19.742276,2021-09-06
Keppel Corporation,BN4.SI,14.578002,2021-09-06
GSH Corporation,BDX.SI,11.60816931,2021-09-06
ST Engineering,S63.SI,10.531429,2021-09-06
Wilmar International,F34.SI,10.32677,2021-09-06
Keppel REIT,K71U.SI,9.487074,2021-09-06
ComfortDelGro,C52.SI,9.196822,2021-09-06
SIA,C6L.SI,32.023884,2021-09-13
City Development,C09.SI,29.094933,2021-09-13
Top Glove Corporation,BVA.SI,22.823602,2021-09-13
Ascott Residence Trust,HMN.SI,14.2351455,2021-09-13
CapitaLand Integrated Commercial Trust,C38U.SI,13.779434,2021-09-13
ComfortDelGro,C52.SI,8.514686,2021-09-13
Jardine Matheson,J36.SI,8.287094343200001,2021-09-13
Keppel Corporation,BN4.SI,7.876771,2021-09-13
Suntec REIT,T82U.SI,7.465712,2021-09-13
Venture Corporation,V03.SI,7.31631,2021-09-13
SIA,C6L.SI,50.188504,2021-09-20
DBS,D05.SI,31.338883,2021-09-20
SGX,S68.SI,25.417072,2021-09-20
Genting Singapore,G13.SI,20.233593,2021-09-20
Yangzijiang Shipbuilding,BS6.SI,12.693897,2021-09-20
Venture Corporation,V03.SI,11.849743,2021-09-20
ComfortDelGro,C52.SI,11.782362,2021-09-20
OCBC,O39.SI,11.289176,2021-09-20
CapitaLand Integrated Commercial Trust,C38U.SI,10.306038,2021-09-20
Wilmar International,F34.SI,10.202919,2021-09-20
DBS,D05.SI,139.149978,2021-09-27
OCBC,O39.SI,40.135375,2021-09-27
Yangzijiang Shipbuilding,BS6.SI,27.769849,2021-09-27
Venture Corporation,V03.SI,19.85426,2021-09-27
UOB,U11.SI,12.63722,2021-09-27
Ascott Residence Trust,HMN.SI,9.5115035,2021-09-27
SGX,S68.SI,8.600518,2021-09-27
Riverstone Holdings,AP4.SI,4.787368,2021-09-27
Top Glove Corporation,BVA.SI,4.7428775,2021-09-27
SGX,S68.SI,53.629977,2021-10-04
Ascendas REIT,A17U.SI,27.834296,2021-10-04
Yangzijiang Shipbuilding,BS6.SI,20.366626,2021-10-04
Mapletree Industrial Trust,ME8U.SI,18.683611,2021-10-04
OCBC,O39.SI,17.866563,2021-10-04
Venture Corporation,V03.SI,15.67114,2021-10-04
iFAST Corporation,AIY.SI,15.640698,2021-10-04
Genting Singapore,G13.SI,13.9463475,2021-10-04
ST Engineering,S63.SI,12.896794,2021-10-04
CapitaLand Integrated Commercial Trust,C38U.SI,12.170941,2021-10-04
SGX,S68.SI,38.957288,2021-10-11
UMS Holdings,558.SI,18.101516,2021-10-11
Mapletree Industrial Trust,ME8U.SI,14.47014,2021-10-11
Keppel DC REIT,AJBU.SI,12.482152,2021-10-11
Ascendas REIT,A17U.SI,11.086966,2021-10-11
Nanofilm Technologies International,MZH.SI,9.55703,2021-10-11
Mapletree Logistics Trust,M44U.SI,8.172903999999999,2021-10-11
Frencken Group,E28.SI,6.641179,2021-10-11
AEM Holdings,AWX.SI,6.325514,2021-10-11
iFAST Corporation,AIY.SI,5.993559,2021-10-11
SGX,S68.SI,22.448806,2021-10-18
Keppel Infrastructure Trust,A7RU.SI,18.0699325,2021-10-18
Nanofilm Technologies International,MZH.SI,16.562681,2021-10-18
CapitaLand China Trust,AU8U.SI,15.173711,2021-10-18
Yangzijiang Shipbuilding,BS6.SI,15.070707,2021-10-18
Mapletree Industrial Trust,ME8U.SI,8.217339,2021-10-18
Keppel DC REIT,AJBU.SI,7.928995,2021-10-18
Sheng Siong Group,OV8.SI,7.068973,2021-10-18
Ascendas REIT,A17U.SI,6.95185,2021-10-18
iFAST Corporation,AIY.SI,4.758201,2021-10-18
SIA,C6L.SI,51.937024,2021-10-25
CapitaLand China Trust,AU8U.SI,11.171219,2021-10-25
Mapletree Industrial Trust,ME8U.SI,9.736442,2021-10-25
CapitaLand Investment,9CI.SI,9.571156,2021-10-25
SGX,S68.SI,9.378743,2021-10-25
Keppel DC REIT,AJBU.SI,9.040235,2021-10-25
Genting Singapore,G13.SI,8.8998465,2021-10-25
Wilmar International,F34.SI,8.57945,2021-10-25
ComfortDelGro Corporation,C52.SI,6.437439,2021-10-25
SIA,C6L.SI,50.697733,2021-11-01
IFast Corporation,AIY.SI,33.081296,2021-11-01
Wilmar International,F34.SI,17.155008,2021-11-01
OCBC,O39.SI,14.89822,2021-11-01
Raffles Medical Group,BSL.SI,11.898533,2021-11-01
Mapletree Industrial Trust,ME8U.SI,9.960912,2021-11-01
ST Engineering,S63.SI,8.425214,2021-11-01
CapitaLand China Trust,AU8U.SI,8.371792,2021-11-01
Keppel Corporation,BN4.SI,7.261696000000001,2021-11-01
Sheng Siong Group,OV8.SI,6.401782,2021-11-01
Yangzijiang Shipbuilding,BS6.SI,42.122177,2021-11-08
SGX,S68.SI,22.529751,2021-11-08
CapitaLand China Trust,AU8U.SI,14.395006,2021-11-08
Keppel Corporation,BN4.SI,14.232378,2021-11-08
SIA,C6L.SI,9.511099,2021-11-08
Mapletree Industrial Trust,ME8U.SI,8.87374,2021-11-08
Japfa,UD2.SI,6.4995865,2021-11-08
ST Engineering,S63.SI,5.800146,2021-11-08
City Developments,C09.SI,5.398666,2021-11-08
iFast Corporation,AIY.SI,4.427921,2021-11-08
ComfortDelGro,C52.SI,43.523041,2021-11-15
Yangzijiang Shipbuilding,BS6.SI,31.282184,2021-11-15
OCBC,O39.SI,22.095039,2021-11-15
Mapletree Industrial Trust,ME8U.SI,15.072095,2021-11-15
SATS,S58.SI,13.923901,2021-11-15
SGX,S68.SI,13.544002,2021-11-15
DBS,D05.SI,12.643412,2021-11-15
AIMS APAC REIT,O5RU.SI,11.962732,2021-11-15
Keppel DC REIT,AJBU.SI,9.566809,2021-11-15
SIA,C6L.SI,45.545492,2021-11-22
ComfortDelGro,C52.SI,30.667928,2021-11-22
Singtel,Z74.SI,29.3471492,2021-11-22
SGX,S68.SI,28.231584,2021-11-22
Frencken Group,E28.SI,15.690837,2021-11-22
OCBC,O39.SI,15.582842,2021-11-22
CapitaLand Investment,9CI.SI,15.576821,2021-11-22
Mapletree Industrial Trust,ME8U.SI,15.211238,2021-11-22
Wilmar International,F34.SI,11.017294,2021-11-22
City Developments,C09.SI,8.234625,2021-11-22
SIA,C6L.SI,89.566195,2021-11-29
DBS,D05.SI,88.023568,2021-11-29
OCBC,O39.SI,45.085422,2021-11-29
Singtel,Z74.SI,39.6632116,2021-11-29
UOB,U11.SI,27.720962,2021-11-29
SGX,S68.SI,24.187055,2021-11-29
Mapletree Logistics Trust,M44U.SI,16.126432,2021-11-29
ComfortDelGro,C52.SI,14.306687,2021-11-29
Daiwa House Logistics Trust,DHLU.SI,10.1452115,2021-11-29
SATS,S58.SI,10.069884,2021-11-29
SIA,C6L.SI,107.797445,2021-12-06
OCBC,O39.SI,104.623536,2021-12-06
UOB,U11.SI,86.034426,2021-12-06
Singtel,Z74.SI,53.1447099,2021-12-06
DBS,D05.SI,51.658618,2021-12-06
ComfortDelGro,C52.SI,43.065841,2021-12-06
Ascendas REIT,A17U.SI,26.166825,2021-12-06
City Developments,C09.SI,26.12575,2021-12-06
CapitaLand Integrated Commercial Trust,C38U.SI,25.371914,2021-12-06
Thai Beverage,Y92.SI,24.484116500000003,2021-12-06
CapitaLand Integrated Commercial Trust,C38U.SI,45.029615,2021-12-13
OCBC,O39.SI,32.455844,2021-12-13
ST Engineering,S63.SI,15.359267,2021-12-13
ComfortDelGro,C52.SI,14.041905,2021-12-13
SIA,C6L.SI,13.878317,2021-12-13
Thai Beverage,Y92.SI,11.725506,2021-12-13
Ascendas REIT,A17U.SI,8.839082,2021-12-13
Digital Core REIT,DCRU.SI,8.244478045500003,2021-12-13
SATS,S58.SI,6.216434,2021-12-13
Manulife US REIT,BTOU.SI,5.395747403600001,2021-12-13
CapitaLand Integrated Commercial Trust,C38U.SI,30.806521,2021-12-20
Singtel,Z74.SI,19.9189647,2021-12-20
Ascendas REIT,A17U.SI,17.224923,2021-12-20
City Developments,C09.SI,16.248653,2021-12-20
ComfortDelGro,C52.SI,14.979311,2021-12-20
ST Engineering,S63.SI,13.421184,2021-12-20
SIA,C6L.SI,12.063768,2021-12-20
Frencken Group,E28.SI,10.428679,2021-12-20
Genting Singapore ,G13.SI,8.0700095,2021-12-20
UMS Holdings,558.SI,7.632658,2021-12-20
City Developments,C09.SI,26.680621,2021-12-27
Singtel,Z74.SI,19.3432095,2021-12-27
OCBC,O39.SI,18.420838,2021-12-27
Wilmar International,F34.SI,14.919914,2021-12-27
Ascendas REIT,A17U.SI,11.433615,2021-12-27
Venture Corporation,V03.SI,10.591331,2021-12-27
CapitaLand Integrated Commercial Trust,C38U.SI,9.336047,2021-12-27
ST Engineering,S63.SI,7.516844,2021-12-27
Mapletree Logistics Trust,M44U.SI,4.056518,2021-12-27
Singtel,Z74.SI,14.1582812,2022-01-03
OCBC,O39.SI,6.127685,2022-01-03
Thai Beverage,Y92.SI,5.846672,2022-01-03
Geo Energy Resources,RE4.SI,5.194337,2022-01-03
ST Engineering,S63.SI,3.341853,2022-01-03
Keppel Corporation,BN4.SI,3.323237,2022-01-03
Nanofilm Technologies International,MZH.SI,2.928596,2022-01-03
Ascendas REIT,A17U.SI,2.681263,2022-01-03
Frencken Group,E28.SI,2.224532,2022-01-03
Mapletree Commercial Trust,N2IU.SI,72.874159,2022-01-10
Nanofilm Technologies International,MZH.SI,17.978813,2022-01-10
AEM Holdings,AWX.SI,15.23148,2022-01-10
Singtel,Z74.SI,14.2294032,2022-01-10
Venture Corporation,V03.SI,12.76623,2022-01-10
ComfortDelGro,C52.SI,11.617659,2022-01-10
Ascendas REIT,A17U.SI,9.535255,2022-01-10
Mapletree Logistics Trust,M44U.SI,8.501262,2022-01-10
iFast Corporation,AIY.SI,8.177026,2022-01-10
Keppel DC REIT,AJBU.SI,6.922094,2022-01-10
Mapletree Logistics Trust,M44U.SI,22.251284,2022-01-17
Ascendas REIT,A17U.SI,22.069349,2022-01-17
ComfortDelGro,C52.SI,19.829755,2022-01-17
Thai Beverage,Y92.SI,18.353548,2022-01-17
CapitaLand Integrated Commercial Trust,C38U.SI,16.840228,2022-01-17
Venture Corporation,V03.SI,16.46911,2022-01-17
ST Engineering,S63.SI,14.829378,2022-01-17
iFast Corporation,AIY.SI,12.923336,2022-01-17
Keppel DC REIT,AJBU.SI,11.327686,2022-01-17
Mapletree Industrial Trust,ME8U.SI,9.200279,2022-01-17
UMS Holdings,558.SI,19.122438,2022-01-24
Nanofilm Technologies International,MZH.SI,14.620386,2022-01-24
IFast Corporation,AIY.SI,9.512874,2022-01-24
SGX,S68.SI,8.825332,2022-01-24
Keppel DC REIT,AJBU.SI,8.81767,2022-01-24
ST Engineering,S63.SI,7.748535,2022-01-24
Thai Beverage,Y92.SI,6.3730575,2022-01-24
Ascendas REIT,A17U.SI,5.669855,2022-01-24
Yangzijiang Shipbuilding,BS6.SI,5.299437,2022-01-24
DBS,D05.SI,42.816823,2022-01-31
Mapletree Industrial Trust,ME8U.SI,28.089093,2022-01-31
Capitaland Integrated Commercial Trust,C38U.SI,19.80831,2022-01-31
Genting Singapore,G13.SI,18.593762,2022-01-31
ST Engineering,S63.SI,17.905955,2022-01-31
Ascendas REIT,A17U.SI,17.166195,2022-01-31
Keppel DC REIT,AJBU.SI,16.597581,2022-01-31
SIA,C6L.SI,13.920653,2022-01-31
SGX,S68.SI,13.883733,2022-01-31
Venture Corporation,V03.SI,13.715857,2022-01-31
Ascendas REIT,A17U.SI,-12.681128,2022-02-07
UMS Holdings,558.SI,-11.608863,2022-02-07
Venture Corporation,V03.SI,-11.371332,2022-02-07
AEM Holdings,AWX.SI,-10.454544,2022-02-07
Mapletree Commercial Trust,N2IU.SI,-10.343233,2022-02-07
Mapletree Industrial Trust,ME8U.SI,-8.219411000000001,2022-02-07
Mapletree Logistics Trust,M44U.SI,-8.088088,2022-02-07
SGX,S68.SI,-7.835881000000002,2022-02-07
UOL Group,U14.SI,-4.887082999999999,2022-02-07
Keppel DC REIT,AJBU.SI,-3.05122,2022-02-07
AEM Holdings,AWX.SI,27.238858,2022-02-14
Ascendas REIT,A17U.SI,15.952717,2022-02-14
UMS Holdings,558.SI,14.6773,2022-02-14
Mapletree Industrial Trust,ME8U.SI,11.744247,2022-02-14
Nanofilm Technologies International,MZH.SI,7.908386,2022-02-14
Mapletree Commercial Trust,N2IU.SI,6.970524,2022-02-14
Keppel DC REIT,AJBU.SI,5.538978,2022-02-14
Keppel Corporation,BN4.SI,4.776463,2022-02-14
Mapletree Logistics Trust,M44U.SI,4.765178000000001,2022-02-14
Frencken Group,E28.SI,4.606194,2022-02-14
DBS,D05.SI,47.11452,2022-02-21
Ascendas REIT,A17U.SI,14.5002,2022-02-21
AEM Holdings,AWX.SI,12.977504,2022-02-21
Starhub,CC3.SI,9.956452,2022-02-21
Venture Corporation,V03.SI,6.689927,2022-02-21
NetLink NBN Trust,CJLU.SI,6.5795945,2022-02-21
SGX,S68.SI,6.192201,2022-02-21
Keppel DC REIT,AJBU.SI,4.906344,2022-02-21
Frencken Group,E28.SI,4.678005,2022-02-21
Ascendas India Trust,CY6U.SI,4.143274,2022-02-21
OCBC,O39.SI,301.444736,2022-02-28
UOB,U11.SI,74.14714,2022-02-28
SIA,C6L.SI,53.002457,2022-02-28
DBS,D05.SI,36.54887,2022-02-28
Venture Corporation,V03.SI,20.515802,2022-02-28
Sasseur REIT,CRPU.SI,11.0415095,2022-02-28
Raffles Medical Group,BSL.SI,9.436667,2022-02-28
SGX,S68.SI,7.428923,2022-02-28
Top Glove Corporation,BVA.SI,6.9302775,2022-02-28
Starhub,CC3.SI,4.859713,2022-02-28
DBS,D05.SI,188.292469,2022-03-07
OCBC,O39.SI,112.237447,2022-03-07
UOB,U11.SI,53.386215,2022-03-07
Venture Corporation,V03.SI,23.882483,2022-03-07
UOL Group,U14.SI,21.377607,2022-03-07
SATS,S58.SI,12.115799,2022-03-07
Singtel,Z74.SI,9.463782,2022-03-07
ComfortDelGro,C52.SI,7.335979,2022-03-07
Rex International,5WH.SI,6.5766575000000005,2022-03-07
Thai Beverage,Y92.SI,5.994401,2022-03-07
OCBC,O39.SI,79.645485,2022-03-14
SIA,C6L.SI,53.6887779,2022-03-14
Venture Corporation,V03.SI,32.92766,2022-03-14
DBS,D05.SI,30.836105,2022-03-14
ComfortDelGro,C52.SI,17.182624,2022-03-14
Yangzijiang Shipbuilding,BS6.SI,17.082597,2022-03-14
UOB,U11.SI,16.909374,2022-03-14
UMS Holdings,558.SI,9.99454,2022-03-14
SATS,S58.SI,9.040289,2022-03-14
Rex International,5WH.SI,8.8759655,2022-03-14
Yangzijiang Shipbuilding,BS6.SI,16.664375,2022-03-21
Venture Corporation,V03.SI,12.427784,2022-03-21
Rex International,5WH.SI,8.2371415,2022-03-21
Geo Energy Resources,RE4.SI,7.2538825,2022-03-21
Hongkong Land,H78.SI,7.104911850400001,2022-03-21
Frasers Logistics & Commercial Trust,BUOU.SI,5.415257,2022-03-21
Lendlease Global Commercial REIT,JYEU.SI,3.288174,2022-03-21
SPH REIT,SK6U.SI,3.0497145,2022-03-21
Sasseur REIT,CRPU.SI,2.8115135,2022-03-21
Mapletree Commercial Trust,N2IU.SI,17.598099,2022-03-28
UOB,U11.SI,11.820952,2022-03-28
Geo Energy Resources,RE4.SI,11.361192,2022-03-28
Lendlease Global Commercial REIT,JYEU.SI,9.1490015,2022-03-28
Rex International,5WH.SI,6.7824085,2022-03-28
Ascendas India Trust,CY6U.SI,5.872866,2022-03-28
Raffles Medical Group,BSL.SI,3.644262,2022-03-28
RH Petrogas,T13.SI,2.9745775,2022-03-28
Mapletree Logistics Trust,M44U.SI,2.894739,2022-03-28
Hongkong Land,H78.SI,2.8268071523,2022-03-28
DBS,D05.SI,20.658345,2022-04-04
Keppel Corporation,BN4.SI,17.343997,2022-04-04
Mapletree Commercial Trust,N2IU.SI,11.715377,2022-04-04
UOB,U11.SI,7.036137,2022-04-04
Olam Group,VC2.SI,6.976261,2022-04-04
Wilmar International,F34.SI,6.383274,2022-04-04
Lendlease Global Commercial REIT,JYEU.SI,5.00096,2022-04-04
Hongkong Land,H78.SI,4.6986874573,2022-04-04
Ascendas India Trust,CY6U.SI,4.654935,2022-04-04
Jardine Matheson,J36.SI,3.770925564100001,2022-04-04
DBS,D05.SI,99.482612,2022-04-11
UOB,U11.SI,21.449907,2022-04-11
Yangzijiang Shipbuilding,BS6.SI,19.802936,2022-04-11
OCBC,O39.SI,19.052467,2022-04-11
Venture Corporation,V03.SI,14.029649,2022-04-11
Hongkong Land,H78.SI,12.4629967258,2022-04-11
SPH REIT,SK6U.SI,11.1593735,2022-04-11
Wilmar International,F34.SI,10.5684,2022-04-11
Frencken Group,E28.SI,8.479981,2022-04-11
Genting Singapore,G13.SI,6.3276195,2022-04-11
DBS,D05.SI,78.430147,2022-04-18
UOB,U11.SI,39.16877,2022-04-18
OCBC,O39.SI,35.890336,2022-04-18
Wilmar International,F34.SI,14.906719,2022-04-18
Venture Corporation,V03.SI,13.646026,2022-04-18
Mapletree Commercial Trust,N2IU.SI,12.445738,2022-04-18
Genting Singapore,G13.SI,11.3524765,2022-04-18
Top Glove Corporation,BVA.SI,7.0046915,2022-04-18
UMS Holdings,558.SI,5.742534,2022-04-18
UOL Group,U14.SI,5.213784,2022-04-18
OCBC,O39.SI,47.083254,2022-04-25
DBS,D05.SI,40.450088,2022-04-25
Yangzijiang Shipbuilding,BS6.SI,27.8601485,2022-04-25
Keppel DC REIT,AJBU.SI,25.553136,2022-04-25
UOB,U11.SI,16.287633,2022-04-25
Wilmar International,F34.SI,14.718049,2022-04-25
Venture Corporation,V03.SI,6.81987,2022-04-25
Geo Energy Resources,RE4.SI,6.81345,2022-04-25
Sembcorp Marine,S51.SI,5.0234041,2022-04-25
CapitaLand Investment,9CI.SI,4.431894,2022-04-25
UOB,U11.SI,81.549147,2022-05-02
Yangzijiang Financial,YF8.SI,53.35863,2022-05-02
Yangzijiang Shipbuilding,BS6.SI,13.687518,2022-05-02
Mapletree Industrial Trust,ME8U.SI,13.638032,2022-05-02
iFast Corporation,AIY.SI,13.407407,2022-05-02
SGX,S68.SI,11.084697,2022-05-02
Venture Corporation,V03.SI,10.773109,2022-05-02
Thai Beverage,Y92.SI,10.72404,2022-05-02
Jardine Matheson,J36.SI,10.4653804901,2022-05-02
Ascendas REIT,A17U.SI,9.749095,2022-05-02
DBS,D05.SI,59.333309,2022-05-09
Yangzijiang Financial,YF8.SI,34.9424385,2022-05-09
UOB,U11.SI,33.990745,2022-05-09
SIA,C6L.SI,21.640676,2022-05-09
Mapletree Logistics Trust,M44U.SI,16.076591,2022-05-09
CapitaLand Investment,9CI.SI,15.465705,2022-05-09
Mapletree Industrial Trust,ME8U.SI,14.98476,2022-05-09
Ascendas REIT,A17U.SI,14.354027,2022-05-09
Sembcorp Marine,S51.SI,12.4140189,2022-05-09
CapitaLand Integrated Commercial Trust,C38U.SI,7.504882,2022-05-09
DBS,D05.SI,209.76987,2022-05-16
OCBC,U11.SI,70.364284,2022-05-16
SIA,C6L.SI,53.035656,2022-05-16
OCBC,O39.SI,36.31652,2022-05-16
Ascendas REIT,A17U.SI,28.619071,2022-05-16
Yangzijiang Financial Holding,YF8.SI,23.2236945,2022-05-16
Wilmar International,F34.SI,17.953558,2022-05-16
Mapletree Logistics Trust,M44U.SI,15.944978,2022-05-16
Mapletree Commercial Trust,N2IU.SI,15.222971,2022-05-16
CapitaLand China Trust,AU8U.SI,12.08097,2022-05-16
DBS,D05.SI,54.157031,2022-05-23
OCBC,O39.SI,28.252908,2022-05-23
Singtel,Z74.SI,16.2219208,2022-05-23
Yangzijiang Financial,YF8.SI,13.0907745,2022-05-23
Ascendas REIT,A17U.SI,5.420834,2022-05-23
Frencken Group,E28.SI,5.410798,2022-05-23
Mapletree Logistics Trust,M44U.SI,5.347992,2022-05-23
Golden Agri-Resources,E5H.SI,4.8931505,2022-05-23
NetLink NBN Trust,CJLU.SI,3.538833,2022-05-23
Frasers Logistics & Commercial Trust,BUOU.SI,3.514549,2022-05-23
DBS,D05.SI,80.450849,2022-05-30
OCBC,O39.SI,37.147205,2022-05-30
Wilmar International,F34.SI,20.147562,2022-05-30
Ascendas REIT,A17U.SI,16.35814,2022-05-30
Mapletree Commercial Trust,N2IU.SI,12.227616,2022-05-30
Singtel,Z74.SI,12.1168135,2022-05-30
Yangzijiang Financial,YF8.SI,11.7606655,2022-05-30
Geo Energy Resources,RE4.SI,8.3721115,2022-05-30
